timestamp,gpu_util_pct,mem_used_mb,mem_total_mb,temp_c,power_w
2026/04/22 05:30:10.257, 0, 0, 32768, 56, 80.43
2026/04/22 05:30:11.259, 0, 0, 32768, 56, 80.38
2026/04/22 05:30:12.261, 0, 4, 32768, 54, 51.78
2026/04/22 05:30:13.263, 0, 4, 32768, 54, 51.36
2026/04/22 05:30:14.264, 42, 14748, 32768, 54, 70.30
2026/04/22 05:30:15.266, 42, 14748, 32768, 54, 80.48
2026/04/22 05:30:16.267, 42, 14748, 32768, 54, 80.48
2026/04/22 05:30:17.269, 0, 14748, 32768, 53, 79.02
2026/04/22 05:30:18.271, 0, 14748, 32768, 53, 79.02
2026/04/22 05:30:19.273, 9, 28586, 32768, 53, 79.02
2026/04/22 05:30:20.274, 48, 28586, 32768, 54, 93.08
2026/04/22 05:30:21.276, 100, 28586, 32768, 58, 288.02
2026/04/22 05:30:22.278, 50, 28586, 32768, 54, 116.22
2026/04/22 05:30:23.279, 49, 28586, 32768, 55, 132.07
2026/04/22 05:30:24.281, 100, 28586, 32768, 59, 289.74
2026/04/22 05:30:25.283, 51, 28586, 32768, 55, 102.68
2026/04/22 05:30:26.284, 49, 28586, 32768, 56, 112.82
2026/04/22 05:30:27.286, 100, 28586, 32768, 59, 290.51
2026/04/22 05:30:28.288, 50, 28586, 32768, 55, 102.68
2026/04/22 05:30:29.289, 49, 28586, 32768, 56, 123.42
2026/04/22 05:30:30.291, 100, 28586, 32768, 59, 285.63
2026/04/22 05:30:31.293, 50, 28586, 32768, 56, 94.48
2026/04/22 05:30:32.294, 72, 28586, 32768, 58, 106.50
2026/04/22 05:30:33.305, 84, 28586, 32768, 59, 292.90
2026/04/22 05:30:34.306, 51, 28586, 32768, 56, 113.30
2026/04/22 05:30:35.308, 100, 28586, 32768, 60, 300.96
2026/04/22 05:30:36.314, 51, 28586, 32768, 56, 120.51
2026/04/22 05:30:37.316, 71, 28586, 32768, 57, 103.17
2026/04/22 05:30:38.318, 75, 28586, 32768, 59, 290.31
2026/04/22 05:30:39.319, 50, 28586, 32768, 56, 108.93
2026/04/22 05:30:40.321, 100, 28586, 32768, 60, 292.62
2026/04/22 05:30:41.330, 51, 28586, 32768, 56, 121.32
2026/04/22 05:30:42.332, 63, 28586, 32768, 56, 104.07
2026/04/22 05:30:43.334, 70, 28586, 32768, 59, 285.05
2026/04/22 05:30:44.335, 50, 28586, 32768, 56, 127.22
2026/04/22 05:30:45.337, 100, 28586, 32768, 60, 292.14
2026/04/22 05:30:46.338, 50, 28586, 32768, 56, 99.28
2026/04/22 05:30:47.341, 100, 28586, 32768, 57, 128.59
2026/04/22 05:30:48.343, 51, 28586, 32768, 58, 292.42
2026/04/22 05:30:49.346, 50, 28586, 32768, 56, 130.05
2026/04/22 05:30:50.348, 100, 28586, 32768, 59, 289.55
2026/04/22 05:30:51.351, 51, 28586, 32768, 56, 99.22
2026/04/22 05:30:52.353, 100, 28586, 32768, 60, 288.21
2026/04/22 05:30:53.355, 51, 28586, 32768, 56, 121.40
2026/04/22 05:30:54.356, 100, 28586, 32768, 58, 86.70
2026/04/22 05:30:55.358, 51, 28586, 32768, 56, 137.32
2026/04/22 05:30:56.359, 93, 28586, 32768, 57, 97.34
2026/04/22 05:30:57.361, 50, 28586, 32768, 56, 275.27
2026/04/22 05:30:58.363, 40, 28586, 32768, 56, 101.16
2026/04/22 05:30:59.365, 71, 28586, 32768, 59, 289.74
2026/04/22 05:31:00.368, 50, 28586, 32768, 56, 136.35
2026/04/22 05:31:01.369, 100, 28586, 32768, 59, 289.55
2026/04/22 05:31:02.375, 51, 28586, 32768, 56, 99.77
2026/04/22 05:31:03.377, 100, 28586, 32768, 60, 294.81
2026/04/22 05:31:04.383, 51, 28586, 32768, 56, 101.23
