timestamp,gpu_util_pct,mem_used_mb,mem_total_mb,temp_c,power_w
2026/04/22 03:04:06.781, 0, 1, 15360, 48, 29.31
2026/04/22 03:04:07.786, 0, 1, 15360, 47, 16.11
2026/04/22 03:04:08.793, 0, 3, 15360, 48, 27.06
2026/04/22 03:04:09.800, 87, 7269, 15360, 48, 28.40
2026/04/22 03:04:10.804, 4, 9523, 15360, 48, 37.82
2026/04/22 03:04:11.808, 100, 9523, 15360, 49, 68.51
2026/04/22 03:04:12.818, 100, 9523, 15360, 49, 68.13
2026/04/22 03:04:13.824, 100, 9523, 15360, 49, 69.28
2026/04/22 03:04:14.829, 100, 9523, 15360, 49, 69.18
2026/04/22 03:04:15.834, 100, 9523, 15360, 49, 66.88
2026/04/22 03:04:16.839, 100, 9523, 15360, 49, 68.22
2026/04/22 03:04:17.844, 100, 9523, 15360, 49, 69.67
2026/04/22 03:04:18.849, 100, 9523, 15360, 49, 69.28
2026/04/22 03:04:19.854, 100, 9523, 15360, 49, 68.08
2026/04/22 03:04:20.859, 100, 9523, 15360, 49, 70.00
2026/04/22 03:04:21.865, 100, 9523, 15360, 49, 68.22
2026/04/22 03:04:22.874, 100, 9523, 15360, 49, 69.62
2026/04/22 03:04:23.881, 100, 9523, 15360, 50, 66.15
2026/04/22 03:04:24.886, 100, 9523, 15360, 50, 69.43
2026/04/22 03:04:25.892, 100, 9523, 15360, 50, 61.62
2026/04/22 03:04:26.897, 100, 9523, 15360, 50, 67.93
2026/04/22 03:04:27.902, 100, 9523, 15360, 50, 71.05
2026/04/22 03:04:28.907, 100, 9523, 15360, 50, 66.81
2026/04/22 03:04:29.912, 100, 9523, 15360, 50, 69.23
2026/04/22 03:04:30.917, 100, 9523, 15360, 50, 67.97
2026/04/22 03:04:31.926, 100, 9523, 15360, 51, 70.09
2026/04/22 03:04:32.931, 100, 9523, 15360, 51, 68.69
2026/04/22 03:04:33.941, 100, 9523, 15360, 51, 68.12
2026/04/22 03:04:34.946, 100, 9523, 15360, 52, 70.67
2026/04/22 03:04:35.951, 100, 9523, 15360, 52, 71.05
2026/04/22 03:04:36.956, 100, 9523, 15360, 53, 70.52
2026/04/22 03:04:37.961, 100, 9523, 15360, 53, 67.54
2026/04/22 03:04:38.967, 100, 9523, 15360, 53, 73.31
2026/04/22 03:04:39.972, 100, 9523, 15360, 54, 67.25
2026/04/22 03:04:40.977, 100, 9523, 15360, 54, 66.72
2026/04/22 03:04:41.982, 100, 9523, 15360, 55, 69.65
2026/04/22 03:04:42.987, 100, 9523, 15360, 55, 70.14
2026/04/22 03:04:43.995, 100, 9523, 15360, 56, 68.41
2026/04/22 03:04:45.004, 100, 9523, 15360, 56, 69.65
2026/04/22 03:04:46.011, 100, 9523, 15360, 56, 66.81
2026/04/22 03:04:47.017, 100, 9523, 15360, 57, 69.08
2026/04/22 03:04:48.027, 100, 9523, 15360, 57, 71.15
2026/04/22 03:04:49.034, 100, 9523, 15360, 58, 67.49
2026/04/22 03:04:50.040, 100, 9523, 15360, 58, 65.60
2026/04/22 03:04:51.045, 100, 9523, 15360, 58, 68.79
2026/04/22 03:04:52.050, 100, 9523, 15360, 59, 68.26
2026/04/22 03:04:53.055, 100, 9523, 15360, 59, 69.56
2026/04/22 03:04:54.064, 100, 9523, 15360, 59, 67.58
2026/04/22 03:04:55.075, 100, 9523, 15360, 60, 66.43
2026/04/22 03:04:56.080, 95, 9523, 15360, 60, 68.50
2026/04/22 03:04:57.085, 95, 9523, 15360, 60, 65.66
2026/04/22 03:04:58.090, 96, 9523, 15360, 60, 69.04
2026/04/22 03:04:59.097, 96, 9523, 15360, 60, 68.85
2026/04/22 03:05:00.105, 96, 9523, 15360, 60, 63.17
2026/04/22 03:05:01.115, 97, 9523, 15360, 60, 70.34
2026/04/22 03:05:02.126, 96, 9523, 15360, 59, 69.24
2026/04/22 03:05:03.133, 95, 9523, 15360, 59, 68.22
2026/04/22 03:05:04.139, 96, 9523, 15360, 59, 67.17
2026/04/22 03:05:05.145, 96, 9523, 15360, 58, 65.06
2026/04/22 03:05:06.151, 96, 9523, 15360, 58, 66.92
2026/04/22 03:05:07.159, 96, 9523, 15360, 58, 65.54
2026/04/22 03:05:08.168, 96, 9523, 15360, 58, 67.17
2026/04/22 03:05:09.179, 96, 9523, 15360, 57, 67.22
2026/04/22 03:05:10.189, 96, 9523, 15360, 57, 68.80
2026/04/22 03:05:11.197, 96, 9523, 15360, 57, 69.14
2026/04/22 03:05:12.207, 96, 9523, 15360, 57, 69.58
2026/04/22 03:05:13.218, 97, 9523, 15360, 56, 69.39
2026/04/22 03:05:14.224, 96, 9523, 15360, 56, 64.48
2026/04/22 03:05:15.229, 96, 9523, 15360, 56, 67.80
2026/04/22 03:05:16.235, 96, 9523, 15360, 56, 69.77
2026/04/22 03:05:17.243, 97, 9523, 15360, 56, 68.80
2026/04/22 03:05:18.254, 96, 9523, 15360, 56, 64.89
2026/04/22 03:05:19.261, 95, 9523, 15360, 56, 68.26
2026/04/22 03:05:20.267, 95, 9523, 15360, 56, 68.61
