timestamp,gpu_util_pct,mem_used_mb,mem_total_mb,temp_c,power_w
2026/04/20 12:03:18.727, 0, 11, 12282, 31, 10.92
2026/04/20 12:03:19.734, 0, 11, 12282, 31, 10.82
2026/04/20 12:03:20.734, 0, 4345, 12282, 31, 13.20
2026/04/20 12:03:21.734, 0, 4345, 12282, 32, 22.30
2026/04/20 12:03:22.734, 33, 4351, 12282, 32, 22.92
2026/04/20 12:03:23.734, 0, 4351, 12282, 33, 26.48
2026/04/20 12:03:24.735, 0, 4351, 12282, 33, 26.94
2026/04/20 12:03:25.735, 99, 8831, 12282, 34, 34.10
2026/04/20 12:03:26.735, 100, 8831, 12282, 38, 68.96
2026/04/20 12:03:27.735, 100, 8831, 12282, 39, 69.20
2026/04/20 12:03:28.735, 94, 8831, 12282, 40, 69.03
2026/04/20 12:03:29.735, 91, 8831, 12282, 41, 68.60
2026/04/20 12:03:30.736, 97, 8831, 12282, 41, 68.06
2026/04/20 12:03:31.736, 96, 8831, 12282, 41, 67.91
2026/04/20 12:03:32.736, 97, 8831, 12282, 42, 68.28
2026/04/20 12:03:33.736, 96, 8831, 12282, 43, 68.70
2026/04/20 12:03:34.736, 96, 8831, 12282, 43, 68.86
2026/04/20 12:03:35.737, 96, 8831, 12282, 43, 68.57
2026/04/20 12:03:36.737, 96, 8831, 12282, 44, 68.68
2026/04/20 12:03:37.737, 96, 8831, 12282, 44, 68.67
2026/04/20 12:03:38.737, 83, 8831, 12282, 45, 68.73
2026/04/20 12:03:39.737, 86, 8831, 12282, 45, 69.16
2026/04/20 12:03:40.738, 100, 8831, 12282, 46, 68.83
2026/04/20 12:03:41.738, 100, 8831, 12282, 46, 68.72
2026/04/20 12:03:42.738, 100, 8831, 12282, 46, 68.74
2026/04/20 12:03:43.738, 96, 8831, 12282, 47, 68.66
2026/04/20 12:03:44.738, 95, 8831, 12282, 47, 68.76
2026/04/20 12:03:45.738, 95, 8831, 12282, 47, 68.84
2026/04/20 12:03:46.739, 77, 8831, 12282, 48, 69.69
2026/04/20 12:03:47.739, 100, 8831, 12282, 49, 68.57
2026/04/20 12:03:48.739, 100, 8831, 12282, 48, 68.82
2026/04/20 12:03:49.739, 95, 8831, 12282, 49, 68.71
2026/04/20 12:03:50.739, 95, 8831, 12282, 49, 68.76
2026/04/20 12:03:51.739, 75, 8831, 12282, 50, 69.73
2026/04/20 12:03:52.740, 100, 8831, 12282, 50, 68.56
2026/04/20 12:03:53.740, 98, 8831, 12282, 50, 68.10
2026/04/20 12:03:54.740, 95, 8831, 12282, 50, 68.85
2026/04/20 12:03:55.740, 70, 8831, 12282, 51, 69.64
2026/04/20 12:03:56.740, 100, 8831, 12282, 51, 68.81
2026/04/20 12:03:57.741, 96, 8831, 12282, 51, 68.16
2026/04/20 12:03:58.741, 94, 8831, 12282, 52, 68.45
2026/04/20 12:03:59.741, 100, 8831, 12282, 52, 69.26
2026/04/20 12:04:00.741, 100, 8831, 12282, 52, 68.81
2026/04/20 12:04:01.741, 94, 8831, 12282, 53, 68.17
2026/04/20 12:04:02.741, 66, 8831, 12282, 53, 69.33
2026/04/20 12:04:03.742, 100, 8831, 12282, 53, 68.48
