timestamp,gpu_util_pct,mem_used_mb,mem_total_mb,temp_c,power_w
2026/04/22 03:04:36.253, 0, 0, 16311, 39, 7.84
2026/04/22 03:04:37.280, 0, 1, 16311, 39, 7.84
2026/04/22 03:04:38.285, 0, 3, 16311, 40, 8.55
2026/04/22 03:04:39.285, 0, 4720, 16311, 40, 11.72
2026/04/22 03:04:40.285, 3, 4734, 16311, 41, 29.13
2026/04/22 03:04:41.285, 0, 4734, 16311, 41, 27.48
2026/04/22 03:04:42.286, 0, 4734, 16311, 41, 25.44
2026/04/22 03:04:43.286, 0, 4734, 16311, 41, 24.54
2026/04/22 03:04:44.286, 0, 4734, 16311, 41, 23.87
2026/04/22 03:04:45.287, 0, 4734, 16311, 41, 23.90
2026/04/22 03:04:46.287, 0, 4734, 16311, 41, 23.93
2026/04/22 03:04:47.287, 0, 4734, 16311, 41, 23.94
2026/04/22 03:04:48.287, 0, 4734, 16311, 41, 23.94
2026/04/22 03:04:49.288, 0, 4734, 16311, 41, 23.95
2026/04/22 03:04:50.288, 0, 4734, 16311, 41, 23.95
2026/04/22 03:04:51.288, 0, 4746, 16311, 41, 24.02
2026/04/22 03:04:52.289, 0, 4746, 16311, 41, 24.17
2026/04/22 03:04:53.289, 0, 4746, 16311, 42, 24.16
2026/04/22 03:04:54.289, 0, 4746, 16311, 42, 24.18
2026/04/22 03:04:55.289, 0, 4746, 16311, 42, 24.03
2026/04/22 03:04:56.290, 0, 4746, 16311, 42, 23.99
2026/04/22 03:04:57.290, 0, 4746, 16311, 42, 23.94
2026/04/22 03:04:58.290, 0, 4746, 16311, 42, 23.94
2026/04/22 03:04:59.291, 0, 4762, 16311, 42, 23.95
2026/04/22 03:05:00.291, 0, 4762, 16311, 42, 24.04
2026/04/22 03:05:01.291, 0, 4762, 16311, 42, 24.22
2026/04/22 03:05:02.291, 0, 4762, 16311, 42, 24.18
2026/04/22 03:05:03.292, 0, 4762, 16311, 42, 23.98
2026/04/22 03:05:04.292, 0, 4762, 16311, 42, 23.98
2026/04/22 03:05:05.292, 0, 4762, 16311, 42, 23.99
2026/04/22 03:05:06.293, 0, 4762, 16311, 42, 24.04
2026/04/22 03:05:07.293, 0, 4762, 16311, 42, 24.12
2026/04/22 03:05:08.293, 0, 4762, 16311, 42, 24.15
2026/04/22 03:05:09.294, 0, 4762, 16311, 42, 24.08
2026/04/22 03:05:10.294, 0, 4762, 16311, 42, 24.06
2026/04/22 03:05:11.294, 0, 4762, 16311, 42, 24.05
2026/04/22 03:05:12.294, 0, 4762, 16311, 42, 24.16
2026/04/22 03:05:13.295, 0, 4762, 16311, 42, 24.18
2026/04/22 03:05:14.295, 0, 4762, 16311, 43, 24.05
2026/04/22 03:05:15.295, 0, 4762, 16311, 43, 24.05
2026/04/22 03:05:16.295, 0, 4762, 16311, 43, 24.06
2026/04/22 03:05:17.296, 0, 4762, 16311, 43, 24.10
2026/04/22 03:05:18.296, 0, 4762, 16311, 43, 24.11
2026/04/22 03:05:19.296, 0, 4762, 16311, 57, 45.39
2026/04/22 03:05:20.297, 98, 4762, 16311, 62, 161.62
2026/04/22 03:05:21.297, 99, 4762, 16311, 63, 165.53
2026/04/22 03:05:22.297, 99, 4762, 16311, 65, 168.84
2026/04/22 03:05:23.298, 99, 4762, 16311, 65, 172.78
2026/04/22 03:05:24.298, 99, 4762, 16311, 66, 174.75
2026/04/22 03:05:25.298, 99, 4762, 16311, 66, 176.19
2026/04/22 03:05:26.298, 99, 4764, 16311, 55, 152.80
2026/04/22 03:05:27.299, 94, 4764, 16311, 55, 116.50
2026/04/22 03:05:28.299, 94, 4764, 16311, 54, 120.00
2026/04/22 03:05:29.299, 94, 4764, 16311, 54, 118.27
2026/04/22 03:05:30.300, 88, 4764, 16311, 54, 118.54
2026/04/22 03:05:31.300, 94, 4764, 16311, 54, 119.61
